|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
2776|стою|стоит|стоит|VERB|2596.0|137.0|5.0||||||sing|||pres|tran||impf|3per|||indc|||||2|1.0
2777|,|,|,|PNCT|2597.0|137.0|6.0|PNCT||||||||||||||||||||232|1.0
2778|там|там|там|ADVB|2598.0|137.0|7.0|BADW||||||||||||||||||||17|1.0
2779|другой|другая|другая|ADJF|2599.0|137.0|8.0|||||nomn|sing|femn|||||||||||Subx|||3|1.0
2780|цена|цена|цена|NOUN|2600.0|137.0|9.0|||||nomn|sing|femn|inan|||||||||||||6|1.0
2781|.|.|.|PNCT|2601.0|137.0|10.0|PNCT||||||||||||||||||||157|1.0
2782|подтверждение|подтверждение|Подтверждение|NOUN|2602.0|138.0|1.0|||||nomn|sing|neut|inan|||||||||||||3|1.0
2783|.|.|.|PNCT|2603.0|138.0|2.0|PNCT||||||||||||||||||||157|1.0
2785|останется броня|броня остался|Брони осталось|2GRM|2604.0|139.0|1.0|nPNC|183.0|||||||||||||||||||3|1.0
2784|броня|брони|Брони|NOUN|2604.0|139.0|1.0|SPEC||||gent|sing|femn|inan|||||||||||||27|2.0
2786|остался|осталось|осталось|VERB|2605.0|139.0|2.0||||||sing|neut||past|intr||perf||||indc|||||4|1.0
2787|11 тонн|11 тонн|11 тонн|NUSR|2606.0|139.0|3.0|NUSR|125.0|||||||||||||||||||3|1.0
2788|11|11|11|NUMB|2606.0|139.0|3.0|NUMB||125.0||||||||||||||||||4|1.0
2789|тонна|тонн|тонн|NOUN|2607.0|139.0|4.0|||125.0||gent|plur|femn|inan|||||||||||||18|1.0
2790|минимум|минимум|минимум|NOUN|2608.0|139.0|5.0|BADW||||nomn|sing|masc|inan|||||||||||||1|1.0
2791|,|,|,|PNCT|2609.0|139.0|6.0|PNCT||||||||||||||||||||232|5.0
2792|это|это|это|PRCL|2610.0|139.0|7.0|BADW||||||||||||||||||||55|2.0
2793|на|на|на|INTJ|2611.0|139.0|8.0|BADW||||||||||||||||||||65|1.0
2794|18 квадратов|18 квадратов|18 квадратов|NUSR|2612.0|139.0|9.0|NUSR|126.0|||||||||||||||||||1|1.0
2795|18|18|18|NUMB|2612.0|139.0|9.0|NUMB||126.0||||||||||||||||||1|1.0
2796|квадрат|квадратов|квадратов|NOUN|2613.0|139.0|10.0|||126.0||gent|plur|masc|inan|||||||||||||7|1.0
2797|,|,|,|PNCT|2614.0|139.0|11.0|PNCT||||||||||||||||||||232|5.0
2798|лоб|лоб|лоб|NOUN|2615.0|139.0|12.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
2799|и|и|и|CONJ|2616.0|139.0|13.0|BADW||||||||||||||||||||104|2.0
2800|борт|борта|борта|NOUN|2617.0|139.0|14.0|||||gent|sing|masc|inan|||||||||||||11|1.0
2801|жилой|жилой|жилой|ADJF|2618.0|139.0|15.0|||||nomn|sing|masc||||||||||||||3|1.0
2802|чащу|части|части|VERB|2619.0|139.0|16.0||||||sing||||intr||impf||excl||impr|||||3|1.0
2803|корпус|корпуса|корпуса|NOUN|2620.0|139.0|17.0|||||gent|sing|masc|inan|||||||||||||20|2.0
2804|при|при|при|PREP|2621.0|139.0|18.0|BADW||||||||||||||||||||13|1.0
2805|это|этом|этом|NPRO|2622.0|139.0|19.0|BADW|||||sing|neut||||||||||||||55|2.0
2806|корпус|корпус|корпус|NOUN|2623.0|139.0|20.0|||||nomn|sing|masc|inan|||||||||||||20|2.0
2807|можно|можно|можно|PRED|2624.0|139.0|21.0|BADW||||||||||||||||||||24|1.0
2808|кроить|кроить|кроить|INFN|2625.0|139.0|22.0||||||||||||impf|||||||||2|2.0
2809|и|и|и|CONJ|2626.0|139.0|23.0|BADW||||||||||||||||||||104|2.0
2810|кроить|кроить|кроить|INFN|2627.0|139.0|24.0||||||||||||impf|||||||||2|2.0
2811|для|для|для|GRND|2628.0|139.0|25.0|BADW||||||||pres|tran||impf|||||||||5|1.0
2812|получение|получения|получения|NOUN|2629.0|139.0|26.0|||||nomn|plur|neut|inan|||||||||||||1|1.0
2813|броня|брони|брони|NOUN|2630.0|139.0|27.0|SPEC||||nomn|plur|femn|inan|||||||||||||27|2.0
2814|,|,|,|PNCT|2631.0|139.0|28.0|PNCT||||||||||||||||||||232|5.0
2815|нижний|нижний|нижний|ADJF|2632.0|139.0|29.0|||||nomn|sing|masc||||||||||||||7|1.0
2816|модуль|модуль|модуль|NOUN|2633.0|139.0|30.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
2817|7 кубов|7 кубов|7 кубов|NUSR|2634.0|139.0|31.0|NUSR|127.0|||||||||||||||||||1|1.0
2818|7|7|7|NUMB|2634.0|139.0|31.0|NUMB||127.0||||||||||||||||||6|1.0
2819|куб|кубов|кубов|NOUN|2635.0|139.0|32.0|SPEC||127.0||gent|plur|masc|inan|||||||||||||7|1.0
2820|,|,|,|PNCT|2636.0|139.0|33.0|PNCT||||||||||||||||||||232|5.0
2821|ходовой|ходовая|ходовая|ADJF|2637.0|139.0|34.0|||||nomn|sing|femn||||||||||||||17|1.0
2822|11т|11т|11т|NUSR|2638.0|139.0|35.0|NUSR||||||||||||||||||||1|1.0
2823|,|,|,|PNCT|2639.0|139.0|36.0|PNCT||||||||||||||||||||232|5.0
2824|вместо|вместо|вместо|PREP|2640.0|139.0|37.0|BADW||||||||||||||||||||2|1.0
2825|9|9|9|NUMB|2641.0|139.0|38.0|NUMB||||||||||||||||||||1|1.0
2826|.|.|.|PNCT|2642.0|139.0|39.0|PNCT||||||||||||||||||||157|1.0
2827|1|1|1|NUMB|2643.0|140.0|1.0|NUMB||||||||||||||||||||3|1.0
2828|,|,|,|PNCT|2644.0|140.0|2.0|PNCT||||||||||||||||||||232|6.0
2829|мто|мто|МТО|NOUN|2645.0|140.0|3.0|SPEC|||||sing||anim||||||||||Name|||9|3.0
2830|спереди|спереди|спереди|ADVB|2646.0|140.0|4.0|BADW||||||||||||||||||||2|1.0
2831|и|и|и|CONJ|2647.0|140.0|5.0|BADW||||||||||||||||||||104|5.0
2832|чтобы|чтобы|чтобы|CONJ|2648.0|140.0|6.0|BADW||||||||||||||||||||7|1.0
2833|это|это|это|PRCL|2649.0|140.0|7.0|BADW||||||||||||||||||||55|2.0
2834|работаю|работало|работало|VERB|2650.0|140.0|8.0||||||sing|neut||past|intr||impf||||indc|||||2|1.0
2835|нужен|нужно|нужно|ADJS|2651.0|140.0|9.0||||||sing|neut|||||||||||Qual|||3|1.0
2836|,|,|,|PNCT|2652.0|140.0|10.0|PNCT||||||||||||||||||||232|6.0
2837|поставить|поставить|поставить|INFN|2653.0|140.0|11.0||||||||||||perf|||||||||1|1.0
2838|бронеколпак|бронеколпаки|бронеколпаки|NOUN|2654.0|140.0|12.0|||||nomn|plur|masc|inan||||||||||||броне|1|1.0
2839|на|на|на|INTJ|2655.0|140.0|13.0|BADW||||||||||||||||||||65|1.0
2840|газоводы|газоводы|газоводы|UNKN|2656.0|140.0|14.0|UNKN||||||||||||||||||||1|1.0
2841|из|из|из|PREP|2657.0|140.0|15.0|BADW||||||||||||||||||||8|1.0
2842|мто|мто|МТО|NOUN|2658.0|140.0|16.0|SPEC|||||sing||anim||||||||||Name|||9|3.0
2843|,|,|,|PNCT|2659.0|140.0|17.0|PNCT||||||||||||||||||||232|6.0
2844|и|и|и|CONJ|2660.0|140.0|18.0|BADW||||||||||||||||||||104|5.0
2845|продлить|продлить|продлить|INFN|2661.0|140.0|19.0||||||||||||perf|||||||||1|1.0
2846|их|их|их|ADJF|2662.0|140.0|20.0|BADW||||nomn|sing|masc||||||||||Fixd|Apro|Anph||2|1.0
2847|брезентовый|брезентовыми|брезентовыми|ADJF|2663.0|140.0|21.0||||||plur|||||||||||||||1|1.0
2848|до|до|до|PREP|2664.0|140.0|22.0|BADW||||||||||||||||||||12|1.0
2849|конец|конца|конца|NOUN|2665.0|140.0|23.0|||||gent|sing|masc|inan|||||||||||||2|1.0
2850|корпус|корпуса|корпуса|NOUN|2666.0|140.0|24.0|||||gent|sing|masc|inan|||||||||||||20|1.0
2851|в|во|во|PREP|2667.0|140.0|25.0|BADW||||||||||||||||||Vpre||87|1.0
2852|избежание|избежание|избежение|NOUN|2668.0|140.0|26.0|||||nomn|sing|neut|inan|||||||||||||2|1.0
2853|полный|полного|полного|ADJF|2669.0|140.0|27.0|||||gent|sing|masc|||||||||||Qual|||9|1.0
2854|ослепление|ослепления|ослепления|NOUN|2670.0|140.0|28.0|||||gent|sing|neut|inan|||||||||||||1|1.0
2855|весь|всех|всех|ADJF|2671.0|140.0|29.0|BADW||||gent|plur||||||||||||Apro|||24|1.0
2856|прибор|приборов|приборов|NOUN|2672.0|140.0|30.0|SPEC||||gent|plur|masc|inan|||||||||||||1|1.0
2857|тепло|теплом|теплом|NOUN|2673.0|140.0|31.0||||||sing|neut|inan|||||||||Sgtm||||1|1.0
2858|мто|мто|МТО|NOUN|2674.0|140.0|32.0|SPEC|||||sing||anim||||||||||Name|||9|3.0
2859|,|,|,|PNCT|2675.0|140.0|33.0|PNCT||||||||||||||||||||232|6.0
2860|у|у|у|INTJ|2676.0|140.0|34.0|BADW||||||||||||||||||||19|1.0
2861|т-14|т-14|Т-14|DSNU|2677.0|140.0|35.0|DSNU||||||||||||||||||||3|1.0
2862|такой|такая|такая|ADJF|2678.0|140.0|36.0|BADW||||nomn|sing|femn|||||||||||Apro|||7|1.0
2863|такая|такая|такая|GRND|2678.0|140.0|36.0|||||||||pres|intr||impf|||||||||3|1.0
2864|штука|штука|штука|NOUN|2679.0|140.0|37.0|||||nomn|sing|femn|inan|||||||||||||2|1.0
2865|с|с|с|NOUN|2680.0|140.0|38.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
2866|рассеиватель|рассеивателем|рассеивателем|NOUN|2681.0|140.0|39.0||||||sing|masc|inan|||||||||||||1|1.0
2867|и|и|и|CONJ|2682.0|140.0|40.0|BADW||||||||||||||||||||104|5.0
2868|охладитель|охладителем|охладителем|NOUN|2683.0|140.0|41.0||||||sing|masc|inan|||||||||||||1|1.0
2869|иду|идёт|идёт|VERB|2684.0|140.0|42.0||||||sing|||pres|intr||impf|3per|||indc|||||2|1.0
2870|вдоль|вдоль|вдоль|ADVB|2685.0|140.0|43.0|BADW||||||||||||||||||||1|1.0
2871|борт|борта|борта|NOUN|2686.0|140.0|44.0|||||gent|sing|masc|inan|||||||||||||11|1.0
2872|,|,|,|PNCT|2687.0|140.0|45.0|PNCT||||||||||||||||||||232|6.0
2873|тут|тут|тут|ADVB|2688.0|140.0|46.0|BADW||||||||||||||||||||10|1.0
2874|это|это|это|PRCL|2689.0|140.0|47.0|BADW||||||||||||||||||||55|2.0
2875|можно|можно|можно|PRED|2690.0|140.0|48.0|BADW||||||||||||||||||||24|1.0
2876|положить|положить|положить|INFN|2691.0|140.0|49.0||||||||||||perf|||||||||2|1.0
2877|между|между|между|PREP|2692.0|140.0|50.0|BADW||||||||||||||||||||4|1.0
2878|слой|слоями|слоями|NOUN|2693.0|140.0|51.0||||||plur|masc|inan|||||||||||||3|1.0
2879|дз|дз|ДЗ|NOUN|2694.0|140.0|52.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
2880|над|над|над|PREP|2695.0|140.0|53.0|BADW||||||||||||||||||||8|1.0
2881|колесо|колёсами|колёсами|NOUN|2696.0|140.0|54.0||||||plur|neut|inan|||||||||||||11|1.0
2882|,|,|,|PNCT|2697.0|140.0|55.0|PNCT||||||||||||||||||||232|6.0
2883|крыша|крыша|крыша|NOUN|2698.0|140.0|56.0|||||nomn|sing|femn|inan|||||||||||||11|1.0
2884|освобождаюсь|освобождается|освобождается|VERB|2699.0|140.0|57.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
2885|и|и|и|CONJ|2700.0|140.0|58.0|BADW||||||||||||||||||||104|5.0
2886|дз|дз|ДЗ|NOUN|2701.0|140.0|59.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
2887|продолжаю|продолжает|продолжает|VERB|2702.0|140.0|60.0||||||sing|||pres|tran||impf|3per|||indc|||||1|1.0
2888|работать|работать|работать|INFN|2703.0|140.0|61.0||||||||||||impf|||||||||1|1.0
2889|и|и|и|CONJ|2704.0|140.0|62.0|BADW||||||||||||||||||||104|5.0
2890|труба|трубы|трубы|NOUN|2705.0|140.0|63.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2891|защищён|защищены|защищены|PRTS|2706.0|140.0|64.0||||||plur|||past|||perf|||pssv||||||1|1.0
2892|50мм|50мм|50мм|NUSR|2707.0|140.0|65.0|NUSR||||||||||||||||||||2|1.0
2893|гомогенка|гомогенки|гомогенки|NOUN|2708.0|140.0|66.0|||||gent|sing|masc|anim||||||||||Name||гомо|3|1.0
2894|фальшборт|фальшборта|фальшборта|NOUN|2709.0|140.0|67.0|||||gent|sing|masc|inan|||||||||||||8|1.0
2895|.|.|.|PNCT|2710.0|140.0|68.0|PNCT||||||||||||||||||||157|1.0
2896|2|2|2|NUMB|2711.0|141.0|1.0|NUMB||||||||||||||||||||14|1.0
2897|,|,|,|PNCT|2712.0|141.0|2.0|PNCT||||||||||||||||||||232|2.0
2898|ходить|ходить|Ходить|INFN|2713.0|141.0|3.0|TITL|||||||||||impf|||||||||3|1.0
2899|пацан|пацаны|пацаны|NOUN|2714.0|141.0|4.0|||||nomn|plur|masc|anim|||||||||||||1|1.0
2900|могу|могут|могут|VERB|2715.0|141.0|5.0|BADW|||||plur|||pres|intr||impf|3per|||indc|||||6|1.0
2901|как|как|как|ADVB|2716.0|141.0|6.0|BADW||||||||||||||||||||21|1.0
2902|в|в|в|NOUN|2717.0|141.0|7.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2903|бмп-3|бмп-3|БМП-3|DSNU|2718.0|141.0|8.0|DSNU||||||||||||||||||||4|1.0
2904|,|,|,|PNCT|2719.0|141.0|9.0|PNCT||||||||||||||||||||232|2.0
2905|крыша|крыша|крыша|NOUN|2720.0|141.0|10.0|||||nomn|sing|femn|inan|||||||||||||11|1.0
2906|откидываюсь|откидывается|откидывается|VERB|2721.0|141.0|11.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
2907|в|в|в|NOUN|2722.0|141.0|12.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2908|верх|верх|верх|NOUN|2723.0|141.0|13.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
2909|.|.|.|PNCT|2724.0|141.0|14.0|PNCT||||||||||||||||||||157|1.0
2910|3|3|3|NUMB|2725.0|142.0|1.0|NUMB||||||||||||||||||||6|1.0
2911|,|,|,|PNCT|2726.0|142.0|2.0|PNCT||||||||||||||||||||232|4.0
2912|посадка|посадка|Посадка|NOUN|2727.0|142.0|3.0|TITL||||nomn|sing|femn|inan|||||||||||||2|1.0
2913|отряд|отряда|отряда|NOUN|2728.0|142.0|4.0|||||gent|sing|masc|inan|||||||||||||3|1.0
2914|в|в|в|NOUN|2729.0|142.0|5.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|4.0
2915|машина|машину|машину|NOUN|2730.0|142.0|6.0|SPEC||||accs|sing|femn|inan|||||||||||||5|1.0
2916|,|,|,|PNCT|2731.0|142.0|7.0|PNCT||||||||||||||||||||232|4.0
2917|мто|мто|МТО|NOUN|2732.0|142.0|8.0|SPEC|||||sing||anim||||||||||Name|||9|1.0
2918|ныне|ныне|ныне|ADVB|2733.0|142.0|9.0|BADW||||||||||||||||||||1|1.0
2919|3,7 куба|3,7 куба|3,7 куба|NUSR|2734.0|142.0|10.0|NUSR|128.0|||||||||||||||||||2|1.0
2920|3,7|3,7|3,7|NUSR|2734.0|142.0|10.0|NUSR||128.0||||||||||||||||||2|1.0
2921|куб|куба|куба|NOUN|2735.0|142.0|11.0|SPEC||128.0||gent|sing|masc|inan|||||||||||||7|1.0
2922|что|что|что|ADVB|2736.0|142.0|12.0|BADW||||||||||||||||||||25|1.0
2923|многовато|многовато|многовато|ADVB|2737.0|142.0|13.0|BADW||||||||||||||||||||1|1.0
2924|а|а|а|CONJ|2738.0|142.0|14.0|BADW||||||||||||||||||||36|1.0
2925|мотор|мотор|мотор|NOUN|2739.0|142.0|15.0|||||accs|sing|masc|inan|||||||||||||2|1.0
2926|вполне|вполне|вполне|ADVB|2740.0|142.0|16.0|BADW||||||||||||||||||||2|1.0
2927|можно|можно|можно|PRED|2741.0|142.0|17.0|BADW||||||||||||||||||||24|3.0
2928|понизить|понизить|понизить|INFN|2742.0|142.0|18.0||||||||||||perf|||||||||1|1.0
2929|в|в|в|NOUN|2743.0|142.0|19.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|4.0
2931|нижний корпус|нижний корпус|нижний корпус|2GRM|2744.0|142.0|20.0|nPNC|185.0|||||||||||||||||||3|1.0
2930|нижний|нижний|нижний|ADJF|2744.0|142.0|20.0|||||accs|sing|masc|inan|||||||||||||7|2.0
2933|корпус спинки|корпус спинка|корпус спинку|2GRM|2745.0|142.0|21.0|nPNC|187.0|||||||||||||||||||3|2.0
2932|корпус|корпус|корпус|NOUN|2745.0|142.0|21.0|||||accs|sing|masc|inan|||||||||||||20|2.0
2934|,|,|,|PNCT|2746.0|142.0|22.0|PNCT||||||||||||||||||||232|4.0
2935|да|да|да|CONJ|2747.0|142.0|23.0|BADW||||||||||||||||||||8|1.0
2936|и|и|и|CONJ|2748.0|142.0|24.0|BADW||||||||||||||||||||104|1.0
2938|корпус спинки|спинка корпус|спинку корпуса|2GRM|2749.0|142.0|25.0|nPNC|188.0|||||||||||||||||||3|2.0
2937|спинка|спинку|спинку|NOUN|2749.0|142.0|25.0|||||accs|sing|femn|inan|||||||||||||2|1.0
2939|сзади|сзади|сзади|ADVB|2750.0|142.0|26.0|BADW||||||||||||||||||||2|1.0
2940|корпус|корпуса|корпуса|NOUN|2751.0|142.0|27.0|||||accs|plur|masc|inan|||||||||||Infr||20|2.0
2941|можно|можно|можно|PRED|2752.0|142.0|28.0|BADW||||||||||||||||||||24|3.0
2942|сделать|сделать|сделать|INFN|2753.0|142.0|29.0||||||||||||perf|||||||||6|1.0
2943|в|в|в|NOUN|2754.0|142.0|30.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|4.0
2944|наклон|наклон|наклон|NOUN|2755.0|142.0|31.0|||||accs|sing|masc|inan|||||||||||||2|1.0
2945|,|,|,|PNCT|2756.0|142.0|32.0|PNCT||||||||||||||||||||232|4.0
2946|можно|можно|можно|PRED|2757.0|142.0|33.0|BADW||||||||||||||||||||24|3.0
2947|боец|бойцов|бойцов|NOUN|2758.0|142.0|34.0|||||accs|plur|masc|anim|||||||||||||2|1.0
2948|весьма|весьма|весьма|ADVB|2759.0|142.0|35.0|BADW||||||||||||||||||||6|1.0
2949|присвободжить|присвободжить|присвободжить|UNKN|2760.0|142.0|36.0|UNKN||||||||||||||||||||1|1.0
2950|в|в|в|NOUN|2761.0|142.0|37.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|4.0
2951|весь|всё|всё|ADJF|2762.0|142.0|38.0|BADW||||nomn|sing|neut|||||||||||Apro|||24|1.0
2952|тот|тот|тот|ADJF|2763.0|142.0|39.0|BADW||||nomn|sing|masc|||||||||||Apro|Anph||6|1.0
2953|же|же|же|CONJ|2764.0|142.0|40.0|BADW||||||||||||||||||||11|1.0
2954|нижний|нижний|нижний|ADJF|2765.0|142.0|41.0|||||accs|sing|masc|inan|||||||||||||7|2.0
2955|отсек|отсек|отсек|NOUN|2766.0|142.0|42.0|||||accs|sing|masc|inan|||||||||||||4|1.0
2956|.|.|.|PNCT|2767.0|142.0|43.0|PNCT||||||||||||||||||||157|1.0
2957|схема|схема|Схема|NOUN|2768.0|143.0|1.0|||||nomn|sing|femn|inan|||||||||||||2|1.0
2958|из|из|из|PREP|2769.0|143.0|2.0|BADW||||||||||||||||||||8|1.0
2959|иной|иной|иной|ADJF|2770.0|143.0|3.0|||||nomn|sing|masc|||||||||||Apro|||3|1.0
2960|машина|машины|машины|NOUN|2771.0|143.0|4.0|SPEC||||nomn|plur|femn|inan|||||||||||||5|1.0
2961|.|.|.|PNCT|2772.0|143.0|5.0|PNCT||||||||||||||||||||157|1.0
2962|но|но|Но|CONJ|2773.0|144.0|1.0|BADW||||||||||||||||||||13|1.0
2963|полностью|полностью|полностью|ADVB|2774.0|144.0|2.0|BADW||||||||||||||||||||1|1.0
2964|аутентичный|аутентичная|аутентичная|ADJF|2775.0|144.0|3.0|||||nomn|sing|femn||||||||||||||1|1.0
2965|о|о|о|INTJ|2776.0|144.0|4.0|BADW||||||||||||||||||||2|1.0
2966|что|чём|чём|NPRO|2777.0|144.0|5.0|BADW|||||sing|neut||||||||||||||25|1.0
2967|пишу|писал|писал|VERB|2778.0|144.0|6.0||||||sing|masc||past|tran||impf||||indc|||||5|1.0
2968|в|в|в|NOUN|2779.0|144.0|7.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|1.0
2969|боезапас|боезапасе|блогзаписе|NOUN|2780.0|144.0|8.0||||||sing|masc|inan|||||||||||||1|1.0
2970|по|по|по|NOUN|2781.0|144.0|9.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
2971|машина|машине|машине|NOUN|2782.0|144.0|10.0|SPEC||||datv|sing|femn|inan|||||||||||||5|1.0
2972|на|на|на|INTJ|2783.0|144.0|11.0|BADW||||||||||||||||||||65|1.0
2973|25т|25т|25т|NUSR|2784.0|144.0|12.0|NUSR||||||||||||||||||||5|1.0
2974|.|.|.|PNCT|2785.0|144.0|13.0|PNCT||||||||||||||||||||157|1.0
2975|там|там|Там|ADVB|2786.0|145.0|1.0|BADW||||||||||||||||||||17|2.0
2976|же|же|же|CONJ|2787.0|145.0|2.0|BADW||||||||||||||||||||11|1.0
2977|расписан|расписано|расписано|PRTS|2788.0|145.0|3.0||||||sing|neut||past|||perf|||pssv||||||1|1.0
2978|,|,|,|PNCT|2789.0|145.0|4.0|PNCT||||||||||||||||||||232|3.0
2979|как|как|как|ADVB|2790.0|145.0|5.0|BADW||||||||||||||||||||21|1.0
2980|там|там|там|ADVB|2791.0|145.0|6.0|BADW||||||||||||||||||||17|2.0
2981|ходить|ходить|ходить|INFN|2792.0|145.0|7.0||||||||||||impf|||||||||3|1.0
2982|,|,|,|PNCT|2793.0|145.0|8.0|PNCT||||||||||||||||||||232|3.0
2983|и|и|и|CONJ|2794.0|145.0|9.0|BADW||||||||||||||||||||104|2.0
2984|лежать|лежать|лежать|INFN|2795.0|145.0|10.0||||||||||||impf|||||||||1|1.0
2985|,|,|,|PNCT|2796.0|145.0|11.0|PNCT||||||||||||||||||||232|3.0
2986|и|и|и|CONJ|2797.0|145.0|12.0|BADW||||||||||||||||||||104|2.0
2987|прочее|прочее|прочее|NPRO|2798.0|145.0|13.0|BADW||||nomn|sing|neut||||||||||||||5|1.0
2988|.|.|.|PNCT|2799.0|145.0|14.0|PNCT||||||||||||||||||||157|1.0
2989|если|если|Если|CONJ|2800.0|146.0|1.0|BADW||||||||||||||||||||10|1.0
2990|что|что|что|ADVB|2801.0|146.0|2.0|BADW||||||||||||||||||||25|1.0
2991|пишу|пишите|пишите|VERB|2802.0|146.0|3.0||||||plur||||tran||impf||excl||impr|||||5|1.0
2992|,|,|,|PNCT|2803.0|146.0|4.0|PNCT||||||||||||||||||||232|1.0
2993|разрисовал-с|разрисую-с|разрисую-с|VERB|2804.0|146.0|5.0||||||sing|||futr|tran||perf|1per|||indc|||||1|1.0
2994|.|.|.|PNCT|2805.0|146.0|6.0|PNCT||||||||||||||||||||157|1.0
2995|кстати|кстати|Кстати|ADVB|2806.0|147.0|1.0|BADW||||||||||||||||||||2|1.0
2996|люк|люк|люк|NOUN|2807.0|147.0|2.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
2997|из|из|из|PREP|2808.0|147.0|3.0|BADW||||||||||||||||||||8|1.0
2998|ляминия|ляминия|ляминия|UNKN|2809.0|147.0|4.0|UNKN||||||||||||||||||||1|1.0
2999|позволил|позволит|позволит|VERB|2810.0|147.0|5.0||||||sing|||futr|tran||perf|3per|||indc|||||2|1.0
3000|повесить|повесить|повесить|INFN|2811.0|147.0|6.0||||||||||||perf|||||||||2|1.0
3001|на|на|на|INTJ|2812.0|147.0|7.0|BADW||||||||||||||||||||65|1.0
